Id,Target
ID_8acf284f3,4
ID_f0103142b,2
ID_6611bdfaa,4
ID_4e01a0632,4
ID_3e7cc106e,4
ID_8d1ab6764,4
ID_f78af23f8,4
ID_d8300e699,4
ID_3ef8c9d09,4
ID_e909ba245,4
ID_0b4785d19,4
ID_dcd013995,4
ID_bdfc7fe04,4
ID_b6d6cf35d,4
ID_eee9ca0a5,4
ID_838d247f8,4
ID_a487706eb,4
ID_04f748a3c,4
ID_ac81608b7,4
ID_4c571314c,4
ID_061c80f66,4
ID_9826d990d,4
ID_879c72cbe,2
ID_5e6369780,3
ID_99ba2cfd4,4
ID_099863004,4
ID_f70e7151f,4
ID_4c211afb1,4
ID_7b4206ca0,4
ID_72492619b,4
ID_87953ac1a,4
ID_ddcd0330b,4
ID_79c40642f,4
ID_bfbc98c4c,4
ID_255513d07,4
ID_784ad0075,4
ID_46a0e72c0,4
ID_c2ca8a58e,4
ID_1fceced84,2
ID_662aacdce,4
ID_f0e892996,4
ID_25778b337,4
ID_5ba7c94ab,4
ID_eda5e5065,4
ID_c95a6d1b7,2
ID_517244c4b,4
ID_0bba8bc8f,4
ID_3e26d9caf,4
ID_2fdbabe18,4
ID_a44b4aaa5,2
ID_51f0f44f5,4
ID_fcbd03ce1,3
ID_c9b736c29,4
ID_862466444,2
ID_d2e36bbf4,2
ID_1b1980445,4
ID_ca6f8b9b2,4
ID_96b8d844f,4
ID_bec0c1bbd,4
ID_93e23283b,4
ID_393c7b061,4
ID_27ec461a9,3
ID_cd44730ef,4
ID_7c5f6da37,4
ID_32ba17314,4
ID_4eb8cefc9,4
ID_b7e30682b,4
ID_8f147f744,2
ID_795980e7f,4
ID_26e3e73c2,4
ID_94b283510,4
ID_d98ddc492,4
ID_94974129f,4
ID_c76c2699b,2
ID_b4707584a,4
ID_cb41734d2,4
ID_e4039682b,3
ID_a82529c72,4
ID_37f534a22,4
ID_6b2daded6,4
ID_4d1a2106e,4
ID_f0bbe5fe5,4
ID_2c02e70ac,4
ID_483bb49bb,4
ID_559d59d2b,4
ID_e4a4fcec8,4
ID_b453e4b53,4
ID_0c041f2cf,2
ID_b61b15210,4
ID_faa1bdff1,4
ID_a69bbdf9b,4
ID_b26a375da,4
ID_b19b7da0e,4
ID_4d9762666,4
ID_ce4d3742d,4
ID_aafd7a883,4
ID_b8a025c97,4
ID_0211ad6c5,2
ID_78039cef8,4
ID_70be5c23d,4
ID_5a0cf1c21,1
ID_83c7f963d,4
ID_59bfbc6b3,1
ID_d78d0b664,4
ID_ff753cf4f,4
ID_5ad0464b8,4
ID_e26351dae,2
ID_11d611292,4
ID_ad666c541,4
ID_465508b5b,4
ID_5d5af3562,4
ID_c5d7775df,4
ID_d0b4d6716,4
ID_ba0fed69e,4
ID_a103e5d5f,2
ID_bfa816f9d,4
ID_0393cbdff,4
ID_a05967ade,4
ID_95d2815d0,4
ID_dcfe4e072,4
ID_8e5f97f66,3
ID_d11bb3834,2
ID_d14a929bb,4
ID_8ec8c220a,3
ID_de142271a,4
ID_c3ff949a7,4
ID_11faa4c1c,4
ID_6fbe31e24,2
ID_97089128b,4
ID_e29d668c4,4
ID_712cbed2f,4
ID_d9cc90288,2
ID_eaa00fdb7,4
ID_caefae08c,4
ID_2690a8b23,4
ID_7069cd94f,4
ID_2983423c2,4
ID_5470cbb9c,4
ID_b5a9b3f79,4
ID_72374facb,4
ID_e38ea7de1,4
ID_d339c35bc,4
ID_f55c8d646,4
ID_9619ae5ea,2
ID_ad64c7e03,4
ID_246bb7e43,4
ID_b9abdf3e0,4
ID_194aee4b0,4
ID_c3ffa3509,4
ID_38de33fbc,4
ID_24d7d8c37,2
ID_052ce6820,4
ID_916767905,4
ID_cfb70f715,4
ID_64a6eb223,4
ID_781261505,1
ID_e109a890b,4
ID_80aa3183d,2
ID_47b644bd4,4
ID_ab82a41b2,4
ID_42ceb14bb,4
ID_3f64a2e68,4
ID_418d0c71a,4
ID_ebcbfba39,4
ID_2452d97bf,4
ID_050b1e63e,4
ID_49f1fe423,1
ID_2d30c8b07,4
ID_ebb218a89,4
ID_775b57845,4
ID_c8ba83606,4
ID_327406d5c,4
ID_94a72b797,4
ID_a1e17874a,4
ID_6236fb8b0,4
ID_5d135a89f,4
ID_2de20cf74,4
ID_fef97b97a,4
ID_d1800167b,3
ID_ea22984a1,4
ID_22439091e,2
ID_b687a9f30,4
ID_e148a9f21,4
ID_2f0db6661,4
ID_4b6dfaed5,1
ID_933751599,1
ID_3e1f17a97,4
ID_380cc6ff3,4
ID_cce8312c5,4
ID_f60e7d134,4
ID_b1ee13348,4
ID_11e2995ff,4
ID_2ed15b220,4
ID_58f73ef43,4
ID_a21638150,4
ID_6d0952d45,4
ID_cebc7f892,4
ID_6666f10b1,2
ID_8aa9c239d,4
ID_7135c71bb,4
ID_b676fd29a,4
ID_f7d68240c,3
ID_12a9eb3de,4
ID_4adadf8c1,4
ID_52d5b5cc8,3
ID_5741f88cd,4
ID_17c8eb907,4
ID_cd0976109,4
ID_5b9b695c8,4
ID_00d5b167d,4
ID_2abf32369,4
ID_cfd0de08d,2
ID_b8b4d6a78,4
ID_e3b5c5457,4
ID_a8f42dbb4,4
ID_5af74fd0a,4
ID_c699c39f3,4
ID_19779094e,4
ID_34b0d63cf,4
ID_3c631dfee,4
ID_a7c754bc3,4
ID_0372fb4ba,4
ID_25444e178,4
ID_959306b34,4
ID_703db8123,4
ID_9f26b20bf,3
ID_074eda3d3,4
ID_4c065f53b,4
ID_06f1820c1,4
ID_b6cca7245,4
ID_850ca2d2f,4
ID_56c9d9e4c,4
ID_5093804c3,4
ID_3afc4b302,4
ID_cb3fbeb58,2
ID_f3e8b26ff,4
ID_a07472bb4,4
ID_10501d396,4
ID_3d6276286,4
ID_e7eacd0dd,4
ID_cff68c28c,2
ID_6db68cb49,2
ID_c56ba06fc,2
ID_da9e8439c,4
ID_ecac7c64f,4
ID_2c9f9be70,4
ID_6c39d3491,4
ID_34342ca8e,4
ID_cf458d3a4,4
ID_997abea5a,2
ID_a8dca958c,2
ID_0c0e55a29,4
ID_450281764,2
ID_18d67de7d,4
ID_6e1a4da4d,4
ID_27cad74c3,2
ID_93302670c,2
ID_745dea6b5,4
ID_ea974f2b1,4
ID_ed504dd78,1
ID_ebe82ba02,4
ID_63daea6de,4
ID_643f77b72,4
ID_7ac6b87a9,4
ID_4660b7c14,4
ID_c8a93d707,4
ID_d56dbfeb1,4
ID_abb28ddbc,1
ID_c6618d67d,4
ID_4835e1b35,4
ID_206b0bcb2,4
ID_a4bc63ff7,4
ID_ec4b517be,4
ID_25be5aa8e,3
ID_fb8c69d92,2
ID_b3a9e794c,4
ID_918603020,4
ID_d12e9406d,4
ID_0ea60c239,3
ID_537f59d3c,4
ID_d6f32f27a,4
ID_01a8cf66c,4
ID_89c44bff7,4
ID_d8dd74149,4
ID_107bbe36a,1
ID_79c9dd60f,4
ID_c92df190e,4
ID_1704686ea,4
ID_00ea01e0d,2
ID_f961860d9,4
ID_4fb6a27f7,4
ID_3e0479874,3
ID_3cf8e575b,4
ID_2053a25c1,4
ID_052f34b82,4
ID_ea06fb805,4
ID_95921119b,4
ID_90a0d2350,4
ID_0dc7b8002,4
ID_c77674d36,4
ID_ef3dfc532,4
ID_64d37d637,4
ID_6553f4e90,4
ID_d796788d4,4
ID_67fe1f26a,4
ID_6248164f6,2
ID_0e4a88cb0,4
ID_00a60e6b4,4
ID_d304cf704,4
ID_8a3e7fde4,4
ID_319bd1675,4
ID_db0605b7f,4
ID_c6f1e4a31,4
ID_e5af25b9c,4
ID_df7674d66,4
ID_aef13f4d4,4
ID_c99a27115,4
ID_45cfbe2a2,4
ID_c3165dbc8,4
ID_47dd84f24,4
ID_d2b51116a,2
ID_c0ffac61f,4
ID_1755116b0,4
ID_8ed129c0f,4
ID_4f1d1c2a4,3
ID_dae9d96c6,4
ID_3bcb139b6,4
ID_aaaff0c81,4
ID_1d614b30e,4
ID_5bc753d2c,4
ID_2ebe6a863,4
ID_9ab3a1058,3
ID_7c9c0ee3b,4
ID_0dee666ac,4
ID_27621cb59,1
ID_a1d738e14,4
ID_4eaa9aa8b,4
ID_9b60fceea,4
ID_ef7e4e768,4
ID_7cbb8ce87,4
ID_4eb9366d2,4
ID_4bcd0ee24,4
ID_e5fc742a5,1
ID_b15ea1ea7,4
ID_34ba76769,4
ID_7a82ce831,1
ID_94fef7ba3,4
ID_906c3c6d5,2
ID_050f8448a,2
ID_00e3ea125,4
ID_c4dabda39,4
ID_e772d7176,4
ID_498269f1c,4
ID_5c5f5c678,4
ID_4be8e3bf3,4
ID_2106fbb1e,4
ID_4527bf515,4
ID_a8418d7c5,4
ID_99c140e71,4
ID_b200127b0,4
ID_900f4e4b9,4
ID_dca2eec91,4
ID_fc3077895,2
ID_3b3f4e43b,4
ID_77cc3659a,3
ID_39eae21fd,4
ID_5bad2fefb,4
ID_86e4708db,4
ID_617e9955a,4
ID_0f7032750,2
ID_63ead6d30,4
ID_888193f91,4
ID_d59d1bae7,4
ID_2c5f5a29f,1
ID_bacb5b6ef,4
ID_8c50c24d8,4
ID_8e0d87e61,4
ID_64ecebea3,4
ID_e1a0ceaef,4
ID_46fd06481,4
ID_ec37983e3,4
ID_4dcf486f2,4
ID_1f689de61,4
ID_aadf7df51,4
ID_e5b34ea83,4
ID_ab0fe3b38,4
ID_4f297efe7,2
ID_b41dee3bb,4
ID_bfc1515d0,4
ID_f8f0fb48c,4
ID_3bedb71c1,2
ID_573fc0cf9,4
ID_84120975a,4
ID_74f03083c,4
ID_ae56b3779,3
ID_6fd42eabc,4
ID_f9b6a8961,4
ID_7b8a83eec,4
ID_bc7525c4c,4
ID_af5e80645,4
ID_d466ed95e,4
ID_5758adc39,2
ID_eab26d14c,4
ID_71f83fc06,4
ID_8fd777fdd,4
ID_dae15b106,4
ID_284402669,4
ID_3be93ce07,3
ID_d169b7a7c,4
ID_b3d194990,3
ID_676dd1f39,3
ID_c2cfddb02,4
ID_b07565c47,4
ID_32599f6f6,4
ID_d2a605dc4,4
ID_0ce0e1d20,4
ID_79f67dcc5,4
ID_d4d460b38,4
ID_bd8c25686,4
ID_9cb4e224d,1
ID_4bd275816,4
ID_0b840c6ae,2
ID_fe2fedbdd,4
ID_9310918d8,2
ID_4e75c85f1,4
ID_1aac0bf0a,4
ID_e77d349ae,4
ID_edf41a213,4
ID_8d2cb180d,4
ID_b53f3242c,4
ID_bad99b524,3
ID_2dd7e0541,4
ID_6fcc08128,4
ID_c1f6f84a6,4
ID_b4fef134a,4
ID_a952e4295,4
ID_69ccc4a3c,4
ID_2a5a52592,2
ID_624192414,2
ID_12a18eef8,4
ID_047ccb111,4
ID_7b3131041,4
ID_37bb639d7,4
ID_df005052b,4
ID_0fd6dde78,3
ID_fa18f58b8,4
ID_8e74c44ac,4
ID_9144772a3,3
ID_edb26e08a,4
ID_1d4d852c6,3
ID_c6b103980,1
ID_7ae08affe,4
ID_b67201ba1,4
ID_b674b7349,4
ID_6bfe79cc5,4
ID_29ae6c160,4
ID_3bb37eba4,4
ID_1948f4e79,4
ID_6a128226f,4
ID_45cd5edba,4
ID_f7bd3559f,4
ID_fc503638e,4
ID_895a57518,4
ID_6b3400f77,4
ID_771fb8dac,4
ID_ea3af2b82,4
ID_b305a7760,4
ID_606e7bdea,4
ID_28af0d50a,4
ID_638bfb1fe,4
ID_59563b3c6,4
ID_10c64d79d,2
ID_7ebb86aca,4
ID_3f01c70c1,4
ID_104830c6b,4
ID_70e25af8a,4
ID_adccb7f37,4
ID_756206f3c,4
ID_717588f13,4
ID_e272626c2,4
ID_a6dbaa66c,4
ID_aa5406d4a,4
ID_188f3c1f0,4
ID_e555447e0,4
ID_7c1d8895c,4
ID_7963947ca,4
ID_be1fea04d,2
ID_05be1fc66,4
ID_3be71aef2,3
ID_641b1c3b1,4
ID_27121279d,2
ID_f1718075e,4
ID_66c1fc90e,4
ID_39c95229d,4
ID_869cb8073,4
ID_6245bbd14,2
ID_d2a6662f6,1
ID_42f5d098c,4
ID_087ddadc4,2
ID_85b88b1ac,4
ID_adbf033d5,4
ID_1dfdbf154,4
ID_39b5beea1,3
ID_da2352268,4
ID_7ce362ff5,4
ID_63d0f9306,2
ID_7c3d86b89,2
ID_a32242cb9,4
ID_a2560d481,4
ID_e284803f5,1
ID_639561dfd,4
ID_4b2156c85,4
ID_1d62cf872,4
ID_3ee616c22,4
ID_0dcdb50c0,4
ID_06bbff93a,3
ID_b59ad4ade,4
ID_848dbdeab,4
ID_8fd89c726,2
ID_3350fd1e3,2
ID_7ceff0e60,4
ID_faaa610c8,4
ID_97920b8ca,4
ID_021def8a5,1
ID_f03aca5bc,4
ID_65c719b6e,4
ID_731ad23fc,2
ID_a66b75bc9,4
ID_767c3b464,4
ID_ae5ade1fa,4
ID_b0450dc87,4
ID_5c4e4f0c9,4
ID_012d2cab5,2
ID_cb2985e2f,4
ID_7ed540d5f,2
ID_4df66ab30,4
ID_6fd1dfc8f,4
ID_8581f33d6,2
ID_69fe62fce,4
ID_d490c04ec,1
ID_adae1e8d6,4
ID_2aef4e72e,4
ID_5492d4539,4
ID_b062893ec,4
ID_ff8b73f07,4
ID_874eed0e3,3
ID_ff9379d48,2
ID_acaae65f2,4
ID_68ef6c78d,4
ID_ce97f0eaf,1
ID_c9b72b989,4
ID_39a4ac655,2
ID_c15c53ca6,4
ID_c3033f980,4
ID_ac670c470,4
ID_b99ba7445,4
ID_179213cca,4
ID_e3c8d9e2a,4
ID_9b727aff3,4
ID_b282e9be9,2
ID_d5f40748b,4
ID_471debb67,4
ID_79f93c8c0,4
ID_d671d58af,4
ID_b81804555,4
ID_12814d4b5,4
ID_16befdd76,4
ID_f29eab16e,4
ID_1399fc0b4,2
ID_d509f8377,4
ID_d0ef78f92,4
ID_c7fae27e8,2
ID_490b98a36,4
ID_b8c003db6,4
ID_6ff1d48c6,4
ID_216c3835f,4
ID_517760099,4
ID_609309e56,4
ID_1ab088664,4
ID_2aec8c94e,4
ID_e804e08a4,4
ID_f537ef490,2
ID_24fea60bd,2
ID_10b5d3e00,4
ID_826866c83,4
ID_264dd995e,4
ID_9def91547,2
ID_cf45f0a13,4
ID_7be52717a,4
ID_441dcbc92,4
ID_c67f2f6dd,4
ID_fe458a652,4
ID_5a8dbf009,4
ID_d8a1e41d1,4
ID_8f1b31e7a,4
ID_3445ed510,2
ID_ce4ba418c,3
ID_f37382ffc,4
ID_ab5a76192,3
ID_d4b54c1a2,2
ID_3b45988a5,4
ID_7ed0142a5,4
ID_456ff8b49,4
ID_27d7ef9f1,4
ID_4ac63c0e3,4
ID_da77c6f4a,4
ID_436a95a46,3
ID_00804fb26,4
ID_122ff8da1,1
ID_f56757401,4
ID_746690f79,1
ID_80c9d2bd2,4
ID_7d5591727,4
ID_16d2a3645,4
ID_961fde2a2,4
ID_70a764c4e,4
ID_b0481ec25,4
ID_9106a0aa4,4
ID_b04e79ae9,2
ID_9a1e3ec42,4
ID_cee4ffb02,4
ID_eca252400,4
ID_3c7d33f7e,4
ID_f0f5857fd,4
ID_9b77deb8f,4
ID_a7d720d7a,1
ID_f79047fbe,4
ID_056cebd8d,4
ID_0bbace410,4
ID_cc07f68ec,2
ID_207a0b326,4
ID_a5a2f9b3f,4
ID_be67efc38,2
ID_b4789e20f,4
ID_93169e06e,4
ID_c6744d5c9,4
ID_8b3fbcaf3,4
ID_3d4fe4b62,4
ID_00396b054,4
ID_1f1691f6b,4
ID_2f7be6044,4
ID_3ddea9078,4
ID_0db26659f,3
ID_55731c4a3,4
ID_2e51e0b33,4
ID_eb418426d,4
ID_cba5ebb51,4
ID_b5718f743,4
ID_f047b380d,4
ID_024b0f2cb,4
ID_2cde8f2cf,4
ID_fa785cbcc,4
ID_9d9aac056,4
ID_f147f9c4d,4
ID_5d75c1111,2
ID_62cceea1c,3
ID_0f13f2eb4,4
ID_7f08bb35b,4
ID_fce38aa68,4
ID_a5b68c36f,4
ID_d08960705,2
ID_ce30e4a2c,4
ID_d572d9f47,4
ID_32ed6c364,4
ID_f8dd95386,4
ID_62964d5c3,4
ID_a1f4c12fc,4
ID_c0787b85b,4
ID_fabeba884,4
ID_eb21dc271,2
ID_6282fcbea,4
ID_591269c9e,4
ID_090c51bd9,1
ID_442330f58,4
ID_c6b88e656,4
ID_548c9f3b4,4
ID_6904e0003,4
ID_8a7b7c930,4
ID_b734256c7,4
ID_67d3cee16,4
ID_ee6e3da98,4
ID_5c96e03d8,4
ID_58ea5651a,4
ID_d48505466,2
ID_8e307f601,4
ID_93426dd1c,4
ID_7b6e1e663,4
ID_532648d94,4
ID_d39cad199,4
ID_01bf8b192,4
ID_fc05d0248,2
ID_eda09a2bc,3
ID_b036221ed,4
ID_382b21ece,2
ID_f84ca3e4a,4
ID_a57494d61,1
ID_3d17d8120,4
ID_e4307984d,4
ID_b8aee22df,4
ID_1df10b83f,4
ID_eb53977fc,1
ID_58cc6841a,4
ID_377989ff4,4
ID_a07011558,3
ID_6535af670,4
ID_ae84e72d8,4
ID_534862846,4
ID_15cbbee8f,4
ID_ab23ea506,2
ID_cd7911b11,3
ID_abbd87634,2
ID_badb2453e,4
ID_74e18b995,4
ID_c0a36f8c7,2
ID_4fa33b316,4
ID_59bbdcc58,4
ID_c77c2109d,4
ID_87353327e,4
ID_aec209d9e,1
ID_39ceadee3,4
ID_7c294efc9,4
ID_f7aee1cc8,4
ID_351650a62,4
ID_4890c0feb,4
ID_a2cea835a,4
ID_6fb11c3e3,4
ID_08996b80a,4
ID_5f4ad1f58,4
ID_9d8b8111d,2
ID_3d08b14fd,3
ID_0e9bde38f,4
ID_fddb03995,3
ID_427bd2e45,4
ID_6b457d840,4
ID_b7ed33698,4
ID_b7fb323be,4
ID_440187a45,4
ID_a7caebfd9,4
ID_a6840b166,4
ID_f95c92bcb,4
ID_063d7bfe4,2
ID_35bc70924,4
ID_254dddb7c,4
ID_975b11d60,4
ID_eb8c5e8c1,4
ID_48ca9f5e8,4
ID_6d8ed9d21,4
ID_8701557bb,4
ID_e04fb05c7,4
ID_38ef8bba5,4
ID_9e29617c6,4
ID_536fd9bca,4
ID_09342344b,4
ID_fe3326259,4
ID_73b4c3996,4
ID_4e0007795,4
ID_0995763b4,4
ID_17436f87c,3
ID_ffda6dcf2,4
ID_6eb3261e1,4
ID_08ac91fab,4
ID_d04a5ee8f,4
ID_2200a5087,4
ID_8716e4a84,1
ID_4bcdcb446,4
ID_dc0a17b60,4
ID_c26091f0d,4
ID_d09093e9e,4
ID_db8471385,3
ID_57b29b3be,2
ID_93d3b7983,4
ID_4631d3642,4
ID_0d8f6e496,3
ID_a46f945c2,4
ID_851d682e7,4
ID_073b479ea,4
ID_9ed90853b,4
ID_2ea4fbaf7,4
ID_7799f1d71,4
ID_43b4e3894,4
ID_9bf31f42d,4
ID_f05bb5768,4
ID_8764d127e,4
ID_b7e8b6b5d,4
ID_21646ce0a,4
ID_d09da2252,4
ID_92778f818,2
ID_17a2ad838,4
ID_9256e7a47,4
ID_07fb90f88,4
ID_0ce239479,4
ID_e92bbb0d2,4
ID_8b90e985d,4
ID_94dc301ce,4
ID_52984438c,4
ID_d3f714e42,4
ID_efbc0921e,4
ID_8cc9c8f4c,4
ID_56bee4ca3,4
ID_b2e282d65,2
ID_82c86fb09,1
ID_b9d104500,2
ID_aaba81bc4,4
ID_09cdf1e4c,4
ID_a0c2ab505,4
ID_af1c2de4f,4
ID_db1373fb8,4
ID_caa35ed9b,4
ID_bda8e37aa,4
ID_b42e2ac5d,4
ID_83ded5bee,4
ID_9a9f18f10,4
ID_6b8c3e1b5,4
ID_c0b65d2fb,4
ID_0b337e83b,2
ID_b28346e20,4
ID_10279884a,4
ID_93555d956,2
ID_bf8ebef4f,4
ID_1b769f991,4
ID_499ee8688,4
ID_207d531e9,4
ID_96ef18a6e,4
ID_02337fad6,4
ID_6d7bfac7c,4
ID_5e62ed7dd,4
ID_b118bda7f,4
ID_01dcc31d6,2
ID_43f523ac4,4
ID_e6ea674b9,4
ID_e5f811bca,4
ID_ce5294def,4
ID_ee720f544,4
ID_70f20d4ef,4
ID_3e059b767,4
ID_7fc447410,4
ID_62745c58c,4
ID_278f6ac90,4
ID_282a83044,4
ID_c3b9cdfee,3
ID_c71547611,4
ID_332ff29e1,4
ID_ea384e43d,4
ID_d1a812950,1
ID_908da5f23,4
ID_3f8fa9e6e,3
ID_7073c3fc3,3
ID_63ae924fa,4
ID_7da27f588,4
ID_353e60dd5,4
ID_47cf5fedf,4
ID_4d902e878,4
ID_b52cd94ae,1
ID_03b1a13a0,4
ID_41fee06d0,4
ID_edab4031e,4
ID_2d70cded8,4
ID_5780b9fa0,4
ID_23413cddf,4
ID_f2b67a999,4
ID_a603339e8,4
ID_926243d23,4
ID_9bfade0cb,4
ID_3d7cee143,4
ID_d406b8716,4
ID_3ace5c5c3,4
ID_59aa2fb7b,2
ID_c8ff0f3bd,2
ID_03a15fc15,4
ID_70faa50d6,4
ID_9fd33233b,4
ID_14ea18ea9,4
ID_7f744de04,4
ID_2823f35cf,4
ID_a807cefe1,2
ID_4d3180362,4
ID_81e3d1da0,4
ID_9b4949859,4
ID_26f1e5c61,4
ID_c7c4a16e2,4
ID_4dcea667a,4
ID_75f757ffb,1
ID_1bbd190bd,1
ID_02725ac1a,4
ID_1a6867e25,4
ID_f5f67d98a,4
ID_4677ac363,1
ID_93b92f35f,1
ID_96ae11319,4
ID_021041eae,4
ID_a0f98aba8,4
ID_d60736fa0,4
ID_bf329e33e,4
ID_ea256a955,1
ID_7a65162d8,4
ID_2ed8f13a0,4
ID_a5ed38f5c,4
ID_3fbd052ec,4
ID_433d166a3,4
ID_9849fec0a,4
ID_02d74a37a,4
ID_7729c248c,4
ID_50d0b4852,4
ID_232d1f431,4
ID_f93834b4a,1
ID_96cc4c9ab,4
ID_a9e24c5e4,4
ID_2b8afa241,4
ID_c6e29c500,4
ID_eae681e7d,4
ID_af98ca831,4
ID_e8c1af2b7,4
ID_b3c6c6e69,4
ID_c3572c498,4
ID_ecf725fae,4
ID_fdd803a8e,4
ID_d4e9eae11,4
ID_40b2cc5da,4
ID_363eedb39,4
ID_25212d6af,4
ID_126aff0c4,2
ID_4911ad24b,4
ID_fdba00a8e,4
ID_6501db93a,4
ID_6c2ab47b2,4
ID_de6a1d697,4
ID_bec42b1af,4
ID_1a23ed829,4
ID_3e51d259c,4
ID_3e36f2c5a,4
ID_0e7a85cb8,4
ID_5c0a65091,4
ID_fbaec6384,4
ID_a652e8505,4
ID_5ca425715,4
ID_d5d9bea91,4
ID_0db9035cf,2
ID_3f424a815,4
ID_c44ede934,4
ID_f9d5b5e10,4
ID_dd368db32,1
ID_43b00f677,4
ID_aecc1d9a8,4
ID_a36a1b22d,4
ID_1d85b325a,4
ID_d0bab0eb2,1
ID_aff74c5a9,4
ID_68e3700ac,4
ID_478110840,4
ID_773c8519a,4
ID_2f46ae1d0,4
ID_4061fddb9,4
ID_310460a86,4
ID_f36b3b24b,4
ID_8fe1fe056,4
ID_390507faa,4
ID_c5ccff04d,4
ID_6ac1515b9,4
ID_2d9c739b3,4
ID_9e6b7eced,4
ID_2153f6cef,4
ID_2d73596ee,1
ID_d75960a0a,4
ID_e41f355b5,2
ID_d2d3a756a,4
ID_fa58e1bc1,4
ID_5910832a8,4
ID_014bcf668,4
ID_f6e2e58af,4
ID_1a8e60a59,4
ID_0ac84a854,4
ID_5a716dd91,4
ID_3fa82ab3a,4
ID_371a0fda0,4
ID_9a88fa756,4
ID_c401bf858,4
ID_c3ca81bad,4
ID_9b639bd7b,4
ID_225fdf99a,4
ID_445e33a96,4
ID_4bb008a1b,4
ID_127134d6e,4
ID_8a7b1c412,4
ID_466217c48,2
ID_d71491c40,4
ID_10f4b4ae8,4
ID_af0ecd241,4
ID_4e0ca0f52,4
ID_d6e2cd1ee,4
ID_3854093e4,4
ID_420bc3426,4
ID_30eab6417,4
ID_2370c3859,4
ID_aeba358c8,4
ID_5281e3371,4
ID_9c9bdc928,2
ID_0d0dfac8c,2
ID_81405ec80,2
ID_7ad1b3d0b,4
ID_9726d4e20,4
ID_85912bbaa,4
